job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
21,w0,P21,275.000000,11,348.000000,1,COMPLETED_SUCCESSFULLY,22697.000000,135.000000,22832.000000,22422.000000,22557.000000,167.088889,1-2 4 6-9 13 16 18 21,-1.000000,
487,w0,P487,7214.000000,10,1214.000000,1,COMPLETED_SUCCESSFULLY,22321.000000,969.000000,23290.000000,15107.000000,16076.000000,16.590299,0 12 17 19 23 25-28 39,-1.000000,
120,w0,P120,1566.000000,11,723.000000,1,COMPLETED_SUCCESSFULLY,23290.000000,584.000000,23874.000000,21724.000000,22308.000000,38.198630,0 12 17 19 22-28,-1.000000,
82,w0,P82,1103.000000,10,7559.000000,1,COMPLETED_SUCCESSFULLY,21363.000000,2647.000000,24010.000000,20260.000000,22907.000000,8.653948,3 5 10-11 14-15 20 34-36,-1.000000,
195,w0,P195,2730.000000,11,360.000000,1,COMPLETED_SUCCESSFULLY,23874.000000,148.000000,24022.000000,21144.000000,21292.000000,143.864865,0 12 17 19 22-28,-1.000000,
211,w0,P211,3015.000000,11,1469.000000,1,COMPLETED_SUCCESSFULLY,24010.000000,501.000000,24511.000000,20995.000000,21496.000000,42.906188,3 5 10-11 14-15 20 29-32,-1.000000,
47,w0,P47,639.000000,11,4515.000000,1,COMPLETED_SUCCESSFULLY,22832.000000,2145.000000,24977.000000,22193.000000,24338.000000,11.346387,1-2 4 6-9 13 16 18 21,-1.000000,
395,w0,P395,5762.000000,11,2059.000000,1,COMPLETED_SUCCESSFULLY,24977.000000,621.000000,25598.000000,19215.000000,19836.000000,31.942029,1-2 4 6-9 13 16 18 21,-1.000000,
335,w0,P335,4911.000000,11,1694.000000,1,COMPLETED_SUCCESSFULLY,24511.000000,1109.000000,25620.000000,19600.000000,20709.000000,18.673580,3 5 10-11 14-15 20 29-32,-1.000000,
328,w0,P328,4841.000000,11,6031.000000,1,COMPLETED_SUCCESSFULLY,24022.000000,1711.000000,25733.000000,19181.000000,20892.000000,12.210403,0 12 17 19 22-28,-1.000000,
26,w0,P26,330.000000,13,342.000000,1,COMPLETED_SUCCESSFULLY,25620.000000,184.000000,25804.000000,25290.000000,25474.000000,138.445652,3 5 10-11 14-15 20 29-32 34-35,-1.000000,
63,w0,P63,864.000000,13,394.000000,1,COMPLETED_SUCCESSFULLY,25804.000000,125.000000,25929.000000,24940.000000,25065.000000,200.520000,3 5 10-11 14-15 20 29-32 34-35,-1.000000,
76,w0,P76,1032.000000,13,420.000000,1,COMPLETED_SUCCESSFULLY,25929.000000,131.000000,26060.000000,24897.000000,25028.000000,191.053435,3 5 10-11 14-15 20 29-32 34-35,-1.000000,
494,w0,P494,7280.000000,13,610.000000,1,COMPLETED_SUCCESSFULLY,26060.000000,181.000000,26241.000000,18780.000000,18961.000000,104.756906,3 5 10-11 14-15 20 29-32 34-35,-1.000000,
72,w0,P72,972.000000,15,855.000000,1,COMPLETED_SUCCESSFULLY,26241.000000,221.000000,26462.000000,25269.000000,25490.000000,115.339367,3 5 10-11 14-15 20 29-32 34-35 38-39,-1.000000,
64,w0,P64,869.000000,12,4936.000000,1,COMPLETED_SUCCESSFULLY,25598.000000,1250.000000,26848.000000,24729.000000,25979.000000,20.783200,1-2 4 6-9 13 16 18 21 33,-1.000000,
125,w0,P125,1677.000000,15,1864.000000,1,COMPLETED_SUCCESSFULLY,26462.000000,516.000000,26978.000000,24785.000000,25301.000000,49.032946,3 5 10-11 14-15 20 29-32 34-35 38-39,-1.000000,
261,w0,P261,3706.000000,16,1644.000000,1,COMPLETED_SUCCESSFULLY,26978.000000,642.000000,27620.000000,23272.000000,23914.000000,37.249221,1-11 13-16 18,-1.000000,
124,w0,P124,1610.000000,17,622.000000,1,COMPLETED_SUCCESSFULLY,27620.000000,285.000000,27905.000000,26010.000000,26295.000000,92.263158,1-11 13-16 18 20,-1.000000,
334,w0,P334,4900.000000,17,2955.000000,1,COMPLETED_SUCCESSFULLY,27905.000000,965.000000,28870.000000,23005.000000,23970.000000,24.839378,1-11 13-16 18 20,-1.000000,
424,w0,P424,6168.000000,17,4273.000000,1,COMPLETED_SUCCESSFULLY,28870.000000,1124.000000,29994.000000,22702.000000,23826.000000,21.197509,1-11 13-16 18 20,-1.000000,
39,w0,P39,466.000000,13,13954.000000,1,COMPLETED_SUCCESSFULLY,25733.000000,4497.000000,30230.000000,25267.000000,29764.000000,6.618635,0 12 17 19 22-28 36-37,-1.000000,
58,w0,P58,780.000000,19,4962.000000,1,COMPLETED_SUCCESSFULLY,29994.000000,1341.000000,31335.000000,29214.000000,30555.000000,22.785235,1-11 13-16 18 20-21 29,-1.000000,
416,w0,P416,6047.000000,19,2564.000000,1,COMPLETED_SUCCESSFULLY,30230.000000,1630.000000,31860.000000,24183.000000,25813.000000,15.836196,0 12 17 19 22-28 30-37,-1.000000,
164,w0,P164,2286.000000,22,1543.000000,1,COMPLETED_SUCCESSFULLY,31860.000000,623.000000,32483.000000,29574.000000,30197.000000,48.470305,0-21,-1.000000,
240,w0,P240,3466.000000,22,2760.000000,1,COMPLETED_SUCCESSFULLY,32483.000000,864.000000,33347.000000,29017.000000,29881.000000,34.584491,0-21,-1.000000,
12,w0,P12,121.000000,25,205.000000,1,COMPLETED_SUCCESSFULLY,33347.000000,108.000000,33455.000000,33226.000000,33334.000000,308.648148,0-24,-1.000000,
379,w0,P379,5545.000000,26,1191.000000,1,COMPLETED_SUCCESSFULLY,33455.000000,316.000000,33771.000000,27910.000000,28226.000000,89.322785,0-25,-1.000000,
52,w0,P52,728.000000,35,2108.000000,1,COMPLETED_SUCCESSFULLY,33771.000000,696.000000,34467.000000,33043.000000,33739.000000,48.475575,0-34,-1.000000,
